mid_date,lat,lon,v [m/yr],v_error [m/yr],vx [m/yr],vx_error [m/yr],vy [m/yr],vy_error [m/yr],date_dt [days],mission,satellite,epsg
2017-01-08 13:07:12.579022080,79.47,25.02,2406.0,8.0,1959.0,7.8,1397.0,8.5,239,S,2A,3413
2017-04-17 12:47:39.579023616,79.47,25.02,2192.0,28.0,1761.0,30.3,1306.0,24.3,29,S,2A,3413
2019-10-18 00:19:38.079022080,79.47,25.02,1798.0,4.0,1473.0,3.7,1030.0,3.3,384,S,2B,3413
2018-11-23 12:47:48.579023872,79.47,25.02,2052.0,6.0,1687.0,6.2,1168.0,6.8,420,S,2A,3413
2017-05-05 12:07:24.579022080,79.47,25.02,2197.0,31.0,1778.0,33.0,1290.0,28.3,50,S,2A,3413
2019-07-20 01:08:31.079024384,79.47,25.02,2465.0,621.0,1981.0,620.5,1466.0,620.5,14,S,2B,3413
2017-12-06 00:47:00.579023616,79.47,25.02,2205.0,10.0,1816.0,9.5,1250.0,12.1,294,S,2A,3413
2018-04-19 23:56:42.079022080,79.47,25.02,1959.0,54.0,1562.0,52.8,1182.0,57.3,25,S,2B,3413
2020-07-08 12:58:30.079023872,79.47,25.02,1784.0,34.0,1484.0,32.8,990.0,35.6,50,S,2B,3413
2021-07-27 01:18:24.579023872,79.47,25.02,1915.0,60.0,1587.0,57.4,1072.0,64.6,25,S,2B,3413
2020-11-15 12:58:26.079023872,79.47,25.02,1601.0,5.0,1312.0,5.4,918.0,5.4,460,S,2A,3413
2021-06-02 00:28:39.579022336,79.47,25.02,1561.0,23.0,1265.0,24.0,915.0,22.3,135,S,2A,3413
2017-11-24 00:06:55.579022080,79.47,25.02,2195.0,8.0,1805.0,8.3,1248.0,7.3,314,S,2A,3413
2019-07-08 00:28:47.079022080,79.47,25.02,2038.0,109.0,1645.0,106.2,1202.0,114.6,14,S,2B,3413
2019-12-02 01:08:29.579023872,79.47,25.02,1789.0,33.0,1463.0,32.7,1029.0,32.7,284,S,2B,3413
2019-04-20 12:12:41.579023872,79.47,25.02,1900.0,50.0,1500.0,50.9,1167.0,49.2,29,S,2B,3413
2019-12-28 00:38:35.079022080,79.47,25.02,1677.0,8.0,1366.0,8.1,973.0,9.2,224,S,2A,3413
2018-04-20 00:47:00.579023616,79.47,25.02,1983.0,47.0,1593.0,48.9,1180.0,43.9,24,S,2A,3413
2021-01-14 00:48:37.079022080,79.47,25.02,1563.0,7.0,1279.0,7.4,899.0,7.3,254,S,2B,3413
2017-11-14 00:07:25.079021824,79.47,25.02,2193.0,6.0,1799.0,6.6,1253.0,4.8,334,S,2A,3413
2019-06-10 13:18:30.579023872,79.47,25.02,1904.0,33.0,1548.0,31.2,1109.0,36.6,70,S,2B,3413
2017-06-27 13:07:09.579022080,79.47,25.02,2287.0,17.0,1857.0,16.6,1334.0,17.1,139,S,2A,3413
2017-11-13 00:36:58.079024128,79.47,25.02,2175.0,6.0,1779.0,5.6,1251.0,5.8,354,S,2A,3413
2019-12-18 00:38:43.579022080,79.47,25.02,1775.0,13.0,1465.0,13.9,1002.0,12.1,274,S,2B,3413
2020-11-13 00:08:36.079024128,79.47,25.02,1597.0,5.0,1310.0,5.3,914.0,4.9,465,S,2A,3413
2017-12-15 01:17:32.079024128,79.47,25.02,2164.0,13.0,1770.0,12.1,1245.0,14.1,224,S,2B,3413
2021-06-01 00:08:36.579023872,79.47,25.02,1472.0,143.0,1203.0,143.2,849.0,143.2,65,S,2A,3413
2019-08-08 12:58:34.079024384,79.47,25.02,2328.0,54.0,1869.0,55.2,1388.0,53.1,19,S,2B,3413
2017-01-07 12:47:16.579022080,79.47,25.02,2406.0,6.0,1958.0,6.6,1398.0,5.1,249,S,2A,3413
2019-06-17 00:58:33.079024128,79.47,25.02,1964.0,50.0,1563.0,41.5,1188.0,61.6,85,S,2A,3413
2021-06-09 13:18:27.579022080,79.47,25.02,1490.0,50.0,1169.0,48.7,924.0,51.9,70,S,2B,3413
2021-07-18 00:48:31.079024128,79.47,25.02,1736.0,54.0,1430.0,50.2,983.0,60.4,45,S,2B,3413
2021-07-17 23:58:40.079024128,79.47,25.02,1721.0,29.0,1418.0,30.3,975.0,24.9,95,S,2B,3413
2018-06-25 12:27:28.579022080,79.47,25.02,2146.0,14.0,1748.0,13.1,1245.0,15.9,160,S,2B,3413
2021-10-10 23:58:41.079022080,79.47,25.02,1513.0,4.0,1240.0,4.3,868.0,4.0,375,S,2A,3413
2017-06-13 01:17:14.079022080,79.47,25.02,2227.0,33.0,1782.0,39.4,1336.0,15.2,104,S,2A,3413
2021-07-03 00:48:36.579022080,79.47,25.02,1656.0,98.0,1324.0,98.0,994.0,98.0,95,S,2B,3413
2021-06-12 01:18:22.079024128,79.47,25.02,1622.0,17.0,1327.0,17.7,932.0,15.6,155,S,2B,3413
2018-06-24 12:57:32.579023616,79.47,25.02,2153.0,72.0,1749.0,71.6,1256.0,71.6,130,S,2A,3413
2019-11-27 12:28:34.079024128,79.47,25.02,1774.0,15.0,1465.0,12.8,1001.0,17.9,229,S,2A,3413
2018-11-23 11:57:47.079022080,79.47,25.02,2044.0,7.0,1679.0,6.8,1167.0,6.3,420,S,2B,3413
2017-04-22 12:47:01.579022080,79.47,25.02,2200.0,37.0,1780.0,37.2,1293.0,35.6,20,S,2A,3413
2021-11-27 00:38:37.579022080,79.47,25.02,1528.0,11.0,1257.0,11.8,868.0,9.8,284,S,2A,3413
2021-04-29 00:48:34.579022080,79.47,25.02,1532.0,39.0,1245.0,40.1,893.0,37.9,45,S,2B,3413
2020-01-15 00:48:32.579023872,79.47,25.02,1665.0,30.0,1372.0,29.5,943.0,29.5,314,S,2A,3413
2018-05-02 00:36:57.579023872,79.47,25.02,1951.0,135.0,1472.0,141.0,1280.0,125.5,14,S,2A,3413
2021-02-03 15:04:26.730825984,79.47,25.02,1473.0,44.0,1092.0,50.8,988.0,32.6,6,S,1B,3413
2018-12-07 01:07:52.079022080,79.47,25.02,2057.0,8.0,1698.0,8.3,1160.0,6.9,465,S,2B,3413
2016-12-25 12:36:57.579023872,79.47,25.02,2429.0,40.0,1971.0,40.5,1419.0,40.5,230,S,2A,3413
2020-06-30 00:38:31.579023872,79.47,25.02,1684.0,9.0,1370.0,8.9,978.0,9.2,175,S,2A,3413
2020-10-30 12:38:32.579023872,79.47,25.02,1666.0,10.0,1371.0,9.1,946.0,11.6,269,S,2B,3413
2016-07-29 12:06:45.579023616,79.47,25.02,2762.0,32.0,2265.0,31.6,1579.0,33.8,69,S,2A,3413
2019-11-13 12:05:24.579023872,79.47,25.02,1763.0,5.0,1449.0,4.4,1004.0,5.0,439,S,2A,3413
2021-05-29 00:48:36.579022080,79.47,25.02,1469.0,144.0,1049.0,140.6,1029.0,147.1,15,S,2A,3413
2020-01-12 11:58:44.079024128,79.47,25.02,1685.0,4.0,1378.0,4.5,970.0,4.2,340,S,2A,3413
2018-11-22 01:07:58.079024128,79.47,25.02,2031.0,6.0,1674.0,5.9,1151.0,5.8,475,S,2B,3413
2017-05-07 12:47:03.579023872,79.47,25.02,2183.0,103.0,1729.0,100.2,1332.0,107.6,10,S,2A,3413
2020-12-21 13:18:22.079024128,79.47,25.02,1568.0,8.0,1276.0,8.6,910.0,7.1,189,S,2B,3413
2018-06-06 12:47:06.579022080,79.47,25.02,1947.0,53.0,1557.0,54.7,1170.0,50.2,59,S,2A,3413
2019-06-13 00:28:40.079024128,79.47,25.02,1854.0,55.0,1468.0,54.5,1133.0,54.8,35,S,2A,3413
2021-01-18 01:18:29.079022080,79.47,25.02,1564.0,7.0,1275.0,7.4,906.0,5.3,244,S,2B,3413
2020-01-28 12:18:47.079022080,79.47,25.02,1706.0,3.0,1401.0,3.4,974.0,3.5,369,S,2B,3413
2022-04-05 00:18:36.079024128,79.47,25.02,1240.0,46.0,1001.0,46.4,733.0,44.2,14,S,2A,3413
2021-06-12 00:28:35.079023872,79.47,25.02,1452.0,61.0,1085.0,59.0,964.0,63.2,45,S,2B,3413
2018-04-30 00:47:01.579022080,79.47,25.02,2025.0,230.0,1603.0,232.5,1237.0,224.4,4,S,2A,3413
2017-07-16 11:56:57.579023872,79.47,25.02,2308.0,17.0,1880.0,17.8,1338.0,15.0,120,S,2A,3413
2020-10-25 00:28:32.579023616,79.47,25.02,1615.0,4.0,1324.0,4.8,925.0,3.6,435,S,2A,3413
2021-01-17 00:58:36.079022336,79.47,25.02,1609.0,6.0,1314.0,6.0,929.0,6.0,335,S,2B,3413
2021-01-05 00:18:35.079024128,79.47,25.02,1645.0,4.0,1352.0,4.0,936.0,3.4,504,S,2A,3413
2020-07-12 12:38:36.079023872,79.47,25.02,1727.0,28.0,1383.0,33.1,1035.0,17.2,140,S,2A,3413
2018-04-07 00:36:55.579023872,79.47,25.02,1911.0,159.0,1492.0,173.8,1194.0,133.4,4,S,2A,3413
2018-06-04 00:47:01.079024128,79.47,25.02,1951.0,43.0,1532.0,39.9,1208.0,46.9,65,S,2B,3413
2019-07-10 12:28:41.579023872,79.47,25.02,2086.0,3.0,1667.0,1.4,1254.0,5.1,59,S,2B,3413
2021-10-28 11:58:38.079024128,79.47,25.02,1534.0,6.0,1259.0,6.8,877.0,5.0,299,S,2B,3413
2019-02-13 00:27:41.079024128,79.47,25.02,2007.0,4.0,1652.0,4.2,1140.0,4.5,345,S,2B,3413
2018-06-27 00:58:09.079022336,79.47,25.02,2166.0,17.0,1770.0,18.2,1248.0,16.0,124,S,2B,3413
2020-04-11 12:48:29.079023872,79.47,25.02,1498.0,42.0,1167.0,41.8,939.0,42.0,30,S,2A,3413
2019-11-25 12:38:43.079022080,79.47,25.02,1753.0,5.0,1435.0,4.6,1007.0,5.3,409,S,2B,3413
2021-02-07 00:28:43.079022080,79.47,25.02,1559.0,6.0,1274.0,6.2,899.0,6.5,315,S,2B,3413
2020-07-08 12:08:49.079022080,79.47,25.02,1761.0,39.0,1449.0,39.7,1002.0,37.4,50,S,2A,3413
2016-07-20 12:26:54.079022080,79.47,25.02,2717.0,40.0,2244.0,40.3,1532.0,40.4,60,S,2A,3413
2016-06-08 12:37:27.579022080,79.47,25.02,2377.0,3.0,1922.0,3.3,1398.0,1.5,89,S,2A,3413
2018-04-19 12:36:58.579023872,79.47,25.02,1944.0,107.0,1572.0,107.9,1144.0,106.0,10,S,2A,3413
2020-12-01 01:08:32.579022080,79.47,25.02,1603.0,5.0,1316.0,4.9,915.0,6.3,445,S,2A,3413
2021-05-21 11:58:39.079024128,79.47,25.02,1448.0,67.0,1108.0,71.2,933.0,61.7,30,S,2A,3413
2018-07-25 13:17:24.579023872,79.47,25.02,2231.0,17.0,1826.0,17.4,1283.0,16.6,100,S,2A,3413
2020-01-04 01:18:35.579021824,79.47,25.02,1713.0,4.0,1404.0,4.0,981.0,4.1,344,S,2B,3413
2017-12-15 12:36:59.079022080,79.47,25.02,2157.0,8.0,1771.0,7.6,1232.0,7.4,419,S,2A,3413
2018-08-18 00:46:57.079024128,79.47,25.02,2476.0,35.0,2010.0,34.6,1446.0,35.5,44,S,2A,3413
2017-10-25 00:08:01.579022080,79.47,25.02,2220.0,9.0,1825.0,10.1,1265.0,7.0,294,S,2A,3413
2020-01-28 15:04:20.927000064,79.47,25.02,1621.0,48.0,1318.0,55.5,943.0,27.9,6,S,1B,3413
2020-12-07 11:58:46.079022080,79.47,25.02,1592.0,9.0,1293.0,9.1,928.0,8.6,209,S,2B,3413
2020-08-06 00:28:38.579023872,79.47,25.02,2863.0,193.0,2258.0,189.9,1760.0,197.8,5,S,2B,3413
2021-04-28 00:28:33.579023872,79.47,25.02,1484.0,143.0,1225.0,143.2,838.0,143.2,65,S,2A,3413
2020-06-12 01:18:30.079022336,79.47,25.02,1673.0,18.0,1369.0,18.2,962.0,16.2,145,S,2B,3413
2018-01-14 00:26:51.079024128,79.47,25.02,2109.0,33.0,1730.0,32.7,1205.0,32.7,284,S,2A,3413
2020-04-26 00:38:37.079022080,79.47,25.02,1531.0,79.0,1256.0,83.8,875.0,68.1,15,S,2B,3413
2016-04-13 12:16:58.579022080,79.47,25.02,2508.0,39.0,2016.0,41.8,1491.0,32.3,29,S,2A,3413
2018-06-15 12:26:54.079024384,79.47,25.02,2038.0,37.0,1646.0,35.4,1203.0,39.6,89,S,2A,3413
2020-09-05 00:28:44.079022080,79.47,25.02,1736.0,59.0,1367.0,64.7,1069.0,49.6,25,S,2B,3413
2018-12-12 12:27:48.579022336,79.47,25.02,2067.0,6.0,1698.0,6.0,1179.0,6.4,380,S,2B,3413
2020-11-06 13:18:21.079024128,79.47,25.02,1603.0,4.0,1311.0,4.0,922.0,4.2,460,S,2B,3413
2020-11-29 01:18:22.579023872,79.47,25.02,1606.0,6.0,1322.0,6.2,911.0,6.8,505,S,2B,3413
2021-09-23 00:38:32.579023872,79.47,25.02,1526.0,5.0,1248.0,5.4,878.0,3.2,385,S,2B,3413
2020-10-18 00:38:34.579023872,79.47,25.02,1661.0,6.0,1358.0,5.8,956.0,5.7,294,S,2A,3413
2021-10-24 12:18:37.079024128,79.47,25.02,1511.0,5.0,1235.0,5.3,870.0,4.5,350,S,2A,3413
2018-11-23 11:58:12.579023872,79.47,25.02,2045.0,7.0,1689.0,7.0,1152.0,6.3,490,S,2A,3413
2019-02-03 00:27:41.579023616,79.47,25.02,1992.0,4.0,1637.0,4.3,1134.0,4.7,325,S,2B,3413
2017-08-04 01:07:06.579024128,79.47,25.02,2433.0,36.0,1998.0,31.6,1389.0,43.8,54,S,2A,3413
2019-06-08 01:18:34.579022080,79.47,25.02,1895.0,64.0,1497.0,59.3,1161.0,71.2,24,S,2B,3413
2021-09-04 00:58:26.579023872,79.47,25.02,1689.0,84.0,1339.0,83.4,1030.0,85.9,15,S,2B,3413
2020-11-06 13:18:27.579022080,79.47,25.02,1603.0,4.0,1312.0,4.1,921.0,4.3,460,S,2B,3413
2021-01-23 00:28:42.079022080,79.47,25.02,1576.0,31.0,1280.0,30.5,918.0,30.5,304,S,2B,3413
2020-06-25 12:48:32.079024128,79.47,25.02,1437.0,123.0,1163.0,129.9,845.0,109.5,10,S,2B,3413
2020-05-29 12:08:43.579022080,79.47,25.02,1564.0,30.0,1276.0,33.4,905.0,23.0,120,S,2B,3413
2018-07-30 12:27:17.079022080,79.47,25.02,2528.0,51.0,2044.0,53.7,1487.0,47.1,30,S,2B,3413
2018-06-26 12:47:01.579023872,79.47,25.02,2163.0,19.0,1761.0,18.9,1256.0,18.0,119,S,2A,3413
2021-02-14 13:18:25.579024128,79.47,25.02,1629.0,3.0,1340.0,3.1,927.0,3.2,389,S,2A,3413
2017-05-21 13:17:17.079022080,79.47,25.02,2172.0,57.0,1742.0,55.7,1297.0,58.0,20,S,2A,3413
2021-06-23 00:48:31.579023872,79.47,25.02,1479.0,64.0,1181.0,61.8,892.0,67.0,45,S,2A,3413
2020-12-24 01:18:22.079024128,79.47,25.02,1593.0,10.0,1293.0,9.5,930.0,9.7,244,S,2A,3413
2019-05-31 01:08:49.079022080,79.47,25.02,1902.0,28.0,1544.0,26.5,1110.0,31.0,94,S,2B,3413
2017-05-07 11:57:29.579022080,79.47,25.02,2197.0,39.0,1756.0,41.4,1320.0,34.7,19,S,2A,3413
2019-04-12 13:04:47.079022080,79.47,25.02,1880.0,105.0,1558.0,104.2,1051.0,107.0,9,S,2B,3413
2017-06-21 15:04:26.791106048,79.47,25.02,2040.0,58.0,1580.0,70.1,1291.0,33.0,12,S,1A,3413
2019-12-27 12:28:45.579022080,79.47,25.02,1720.0,4.0,1411.0,4.5,984.0,4.3,359,S,2B,3413
2017-07-06 00:36:57.079022336,79.47,25.02,2268.0,75.0,1875.0,79.5,1276.0,63.2,35,S,2A,3413
2019-01-20 00:47:53.079022080,79.47,25.02,2079.0,4.0,1716.0,4.0,1175.0,4.3,375,S,2A,3413
2020-11-29 12:38:32.579023872,79.47,25.02,1637.0,6.0,1344.0,5.9,934.0,7.3,329,S,2B,3413
2020-11-12 11:58:40.079024128,79.47,25.02,1664.0,10.0,1367.0,10.1,949.0,10.5,289,S,2A,3413
2018-07-04 00:46:59.579023872,79.47,25.02,2182.0,19.0,1780.0,18.9,1263.0,19.5,124,S,2B,3413
2019-05-15 00:05:25.579023872,79.47,25.02,1870.0,23.0,1490.0,22.1,1130.0,25.7,74,S,2A,3413
2021-12-31 00:18:36.079024128,79.47,25.02,1431.0,10.0,1170.0,10.3,825.0,8.1,215,S,2B,3413
2019-08-02 00:28:40.079024128,79.47,25.02,2382.0,91.0,1960.0,90.2,1353.0,91.2,15,S,2A,3413
2021-02-26 00:58:36.079022336,79.47,25.02,1590.0,4.0,1302.0,4.3,912.0,4.1,355,S,2B,3413
2021-10-31 00:48:34.579022080,79.47,25.02,1526.0,6.0,1250.0,6.8,875.0,5.5,304,S,2A,3413
2021-06-04 13:18:26.579022080,79.47,25.02,1501.0,41.0,1190.0,39.6,915.0,44.3,80,S,2B,3413
2020-05-13 01:18:30.079022336,79.47,25.02,1488.0,39.0,1180.0,40.1,906.0,37.7,85,S,2B,3413
2020-02-03 01:18:29.079024128,79.47,25.02,1754.0,4.0,1442.0,3.9,999.0,4.1,404,S,2B,3413
2018-12-07 13:17:55.079022336,79.47,25.02,2057.0,8.0,1693.0,8.3,1169.0,7.9,440,S,2B,3413
2017-12-30 00:26:50.579022080,79.47,25.02,2153.0,4.0,1766.0,3.9,1231.0,3.5,375,S,2A,3413
2018-07-28 15:03:53.608687104,79.47,25.02,2453.0,22.0,1925.0,26.8,1520.0,12.1,12,S,1B,3413
2020-12-22 00:38:40.079022080,79.47,25.02,1638.0,4.0,1344.0,3.6,937.0,3.8,375,S,2B,3413
2021-05-24 12:58:33.579022080,79.47,25.02,1503.0,73.0,1156.0,70.9,961.0,76.4,20,S,2A,3413
2019-07-30 12:28:44.579022080,79.47,25.02,2440.0,114.0,1977.0,114.7,1430.0,113.7,9,S,2A,3413
2018-05-25 00:47:00.579022080,79.47,25.02,1961.0,27.0,1584.0,27.0,1156.0,27.5,94,S,2A,3413
2020-07-22 23:58:43.579023872,79.47,25.02,2104.0,39.0,1756.0,41.5,1158.0,34.3,44,S,2A,3413
2021-10-12 00:18:39.579022080,79.47,25.02,1541.0,5.0,1261.0,4.7,886.0,4.1,324,S,2A,3413
2019-06-06 11:58:52.579023872,79.47,25.02,1923.0,27.0,1568.0,26.4,1114.0,26.8,99,S,2A,3413
2020-02-03 00:28:43.579022080,79.47,25.02,1703.0,4.0,1398.0,4.0,973.0,3.8,364,S,2A,3413
2019-06-15 12:28:47.579022080,79.47,25.02,1919.0,133.0,1422.0,136.1,1288.0,129.9,10,S,2B,3413
2021-03-09 01:18:23.079024128,79.47,25.02,1605.0,5.0,1319.0,5.4,915.0,5.4,345,S,2B,3413
2019-07-14 00:48:41.579022080,79.47,25.02,2154.0,65.0,1769.0,65.7,1228.0,62.7,45,S,2A,3413
2018-07-01 12:47:05.579022080,79.47,25.02,2182.0,23.0,1784.0,21.1,1256.0,27.4,109,S,2A,3413
2020-01-30 00:48:39.079021824,79.47,25.02,1773.0,6.0,1463.0,5.7,1002.0,6.0,444,S,2A,3413
2017-05-12 11:56:45.079022080,79.47,25.02,2157.0,65.0,1720.0,67.6,1302.0,59.3,10,S,2A,3413
2021-12-23 00:08:36.579023872,79.47,25.02,1443.0,8.0,1172.0,7.8,842.0,7.5,205,S,2B,3413
2020-08-06 12:38:34.579023872,79.47,25.02,1850.0,25.0,1527.0,21.6,1044.0,30.6,100,S,2B,3413
2020-07-23 00:48:39.579022080,79.47,25.02,1964.0,37.0,1596.0,37.1,1145.0,38.2,65,S,2B,3413
2017-06-21 11:56:44.579023616,79.47,25.02,2209.0,38.0,1808.0,37.6,1269.0,37.5,69,S,2A,3413
2021-06-04 12:28:40.079022080,79.47,25.02,1479.0,46.0,1136.0,44.3,948.0,49.2,60,S,2A,3413
2018-04-20 15:04:08.672627968,79.47,25.02,1979.0,39.0,1609.0,46.1,1153.0,21.2,6,S,1B,3413
2020-05-09 12:08:44.079022080,79.47,25.02,1466.0,29.0,1173.0,27.9,878.0,31.7,90,S,2A,3413
2017-04-07 12:47:38.079022080,79.47,25.02,2259.0,90.0,1805.0,99.3,1358.0,68.8,9,S,2A,3413
2020-08-24 00:38:35.579023872,79.47,25.02,2019.0,29.0,1588.0,29.8,1247.0,27.1,55,S,2B,3413
2021-01-15 12:28:36.079024128,79.47,25.02,1641.0,4.0,1356.0,3.7,925.0,4.1,409,S,2B,3413
2019-07-23 23:58:46.079024128,79.47,25.02,2330.0,207.0,1885.0,199.7,1370.0,219.8,4,S,2B,3413
2021-06-18 12:08:40.579022080,79.47,25.02,1645.0,20.0,1326.0,22.5,974.0,14.2,130,S,2B,3413
2019-12-28 00:38:29.079024128,79.47,25.02,1680.0,7.0,1369.0,6.7,974.0,7.6,224,S,2A,3413
2020-05-09 00:48:29.079023872,79.47,25.02,1488.0,31.0,1174.0,28.7,915.0,34.3,85,S,2A,3413
2021-01-11 12:48:36.579022080,79.47,25.02,1570.0,8.0,1284.0,8.7,903.0,7.9,249,S,2B,3413
2017-07-09 00:47:40.579022080,79.47,25.02,2140.0,157.0,1750.0,155.8,1232.0,158.1,4,S,2B,3413
2020-11-24 12:38:37.579022080,79.47,25.02,1642.0,8.0,1350.0,7.5,934.0,8.1,319,S,2B,3413
2019-12-21 00:48:33.079023872,79.47,25.02,1725.0,6.0,1414.0,5.1,988.0,7.2,364,S,2A,3413
2019-07-08 01:18:33.579022080,79.47,25.02,2087.0,49.0,1710.0,53.1,1197.0,37.7,55,S,2A,3413
2019-08-18 00:48:39.079021824,79.47,25.02,2130.0,72.0,1728.0,73.2,1244.0,70.7,44,S,2B,3413
2017-06-02 00:06:44.079022080,79.47,25.02,2202.0,25.0,1781.0,25.3,1295.0,24.2,105,S,2A,3413
2020-05-28 00:28:39.579022336,79.47,25.02,1594.0,19.0,1302.0,18.7,919.0,18.3,135,S,2A,3413
2017-05-01 15:04:02.889118976,79.47,25.02,2094.0,69.0,1630.0,83.7,1315.0,35.6,5,S,1A,3413
2017-12-03 12:47:02.079024128,79.47,25.02,2210.0,12.0,1820.0,10.8,1253.0,13.4,290,S,2A,3413
2020-08-16 23:58:43.579023872,79.47,25.02,1971.0,72.0,1602.0,70.5,1147.0,75.3,14,S,2A,3413
2017-01-12 11:56:44.079024128,79.47,25.02,2414.0,34.0,1974.0,34.5,1390.0,34.5,270,S,2A,3413
2022-04-05 00:18:41.079022080,79.47,25.02,1235.0,47.0,1015.0,47.3,704.0,47.5,14,S,2A,3413
2018-11-05 23:58:14.079024128,79.47,25.02,2042.0,6.0,1679.0,5.6,1163.0,5.5,455,S,2A,3413
2018-04-03 13:07:37.579023616,79.47,25.02,1980.0,53.0,1590.0,56.9,1180.0,43.7,19,S,2A,3413
2019-06-28 00:28:46.079022080,79.47,25.02,1908.0,104.0,1548.0,105.8,1115.0,101.5,34,S,2B,3413
2017-06-28 01:17:15.579023872,79.47,25.02,2186.0,46.0,1804.0,45.4,1234.0,48.0,54,S,2A,3413
2019-07-04 00:48:36.079024128,79.47,25.02,2038.0,132.0,1565.0,109.8,1306.0,158.1,25,S,2A,3413
2020-07-11 00:58:31.579024128,79.47,25.02,1771.0,44.0,1481.0,42.3,971.0,48.6,35,S,2B,3413
2021-08-12 12:58:35.079022080,79.47,25.02,1865.0,36.0,1525.0,33.9,1073.0,39.3,59,S,2A,3413
2020-10-25 00:28:38.079022080,79.47,25.02,1622.0,4.0,1333.0,3.8,924.0,3.1,415,S,2A,3413
2021-02-28 00:48:32.079024128,79.47,25.02,1582.0,5.0,1297.0,4.7,905.0,4.9,345,S,2B,3413
2016-12-21 12:06:56.579022080,79.47,25.02,2460.0,4.0,2015.0,4.2,1410.0,4.6,360,S,2A,3413
2021-06-22 23:58:39.079024128,79.47,25.02,1578.0,28.0,1291.0,29.1,907.0,25.2,95,S,2A,3413
2020-04-25 01:08:23.079023872,79.47,25.02,1554.0,118.0,1322.0,119.8,817.0,113.0,4,S,2A,3413
2018-11-23 12:05:01.579023872,79.47,25.02,2144.0,8.0,1759.0,7.9,1226.0,7.8,270,S,2A,3413
2021-08-07 12:58:35.079022080,79.47,25.02,1819.0,33.0,1496.0,32.1,1034.0,34.4,69,S,2A,3413
2021-04-28 00:28:39.579022336,79.47,25.02,1493.0,143.0,1236.0,143.2,836.0,143.2,65,S,2A,3413
2016-12-11 12:07:26.079024128,79.47,25.02,2480.0,5.0,2039.0,5.5,1411.0,5.0,340,S,2A,3413
2019-10-17 12:58:36.579022080,79.47,25.02,1815.0,6.0,1488.0,6.2,1040.0,5.7,319,S,2B,3413
2020-08-13 13:18:27.579023872,79.47,25.02,2205.0,34.0,1779.0,33.9,1302.0,34.1,19,S,2A,3413
2017-01-02 11:57:27.079022080,79.47,25.02,2420.0,8.0,1972.0,7.9,1403.0,8.8,230,S,2A,3413
2021-04-11 12:48:28.079024128,79.47,25.02,1544.0,23.0,1253.0,24.5,903.0,19.5,49,S,2B,3413
2019-10-30 13:08:26.079024128,79.47,25.02,1788.0,4.0,1465.0,3.1,1025.0,4.4,359,S,2B,3413
2019-11-25 12:38:37.079024128,79.47,25.02,1742.0,5.0,1425.0,4.4,1002.0,5.4,409,S,2B,3413
2021-02-14 13:18:23.579023872,79.47,25.02,1560.0,9.0,1271.0,7.8,904.0,10.0,300,S,2B,3413
2021-09-23 11:58:37.079024128,79.47,25.02,1530.0,4.0,1252.0,3.9,879.0,3.3,369,S,2B,3413
2021-04-10 12:28:31.579023872,79.47,25.02,1490.0,43.0,1211.0,43.7,869.0,40.5,29,S,2A,3413
2021-06-08 00:48:35.579022080,79.47,25.02,1585.0,23.0,1286.0,23.4,926.0,23.1,125,S,2B,3413
2021-09-01 12:58:28.579023872,79.47,25.02,1672.0,70.0,1360.0,69.0,973.0,71.3,19,S,2A,3413
2021-06-06 12:18:34.579023872,79.47,25.02,1620.0,17.0,1333.0,16.7,919.0,17.3,159,S,2B,3413
2021-11-14 01:18:22.579023872,79.47,25.02,1531.0,8.0,1256.0,7.2,876.0,8.2,285,S,2B,3413
2018-08-13 00:46:57.079022080,79.47,25.02,2469.0,42.0,2025.0,42.4,1413.0,40.9,54,S,2A,3413
2020-06-03 00:48:29.579023872,79.47,25.02,1648.0,18.0,1341.0,19.0,959.0,16.2,135,S,2A,3413
2020-01-01 13:18:27.579023872,79.47,25.02,1714.0,5.0,1406.0,4.8,980.0,4.8,339,S,2B,3413
2018-04-17 11:56:40.079024128,79.47,25.02,1980.0,46.0,1573.0,49.2,1203.0,39.9,20,S,2B,3413
2019-07-09 00:48:42.079022080,79.47,25.02,2060.0,82.0,1700.0,85.7,1164.0,74.9,35,S,2A,3413
2018-05-02 12:47:07.079022080,79.47,25.02,1944.0,159.0,1530.0,163.5,1200.0,151.2,10,S,2A,3413
2021-05-26 12:48:30.079024128,79.47,25.02,1518.0,87.0,1141.0,86.1,1001.0,87.2,20,S,2B,3413
2017-06-12 00:06:46.079024128,79.47,25.02,2195.0,38.0,1773.0,36.8,1294.0,40.8,84,S,2A,3413
2018-06-01 00:36:57.079022336,79.47,25.02,1957.0,42.0,1576.0,45.9,1160.0,34.5,85,S,2B,3413
2020-12-04 23:58:42.079024128,79.47,25.02,1628.0,7.0,1333.0,7.0,934.0,7.1,334,S,2A,3413
2019-05-26 01:08:49.079022080,79.47,25.02,1859.0,4.0,1504.0,4.3,1092.0,3.0,84,S,2B,3413
2016-08-01 15:04:23.496857088,79.47,25.02,2968.0,30.0,2436.0,34.6,1695.0,13.9,12,S,1A,3413
2019-06-02 01:03:53.079024128,79.47,25.02,1958.0,24.0,1600.0,23.9,1129.0,24.7,114,S,2A,3413
2020-08-26 00:28:38.079024128,79.47,25.02,1958.0,41.0,1557.0,45.1,1187.0,34.0,45,S,2B,3413
